reporter_name,partner_name,trade_flow,product_group,indicator,year,share_percentage,datetime
 World,Cook Islands,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Costa Rica,Import,Food Products,Import Product Share (%),1988,1.4155,1988-01-01
 World,Cote d'Ivoire,Import,Food Products,Import Product Share (%),1988,48.3923,1988-01-01
 World,Croatia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Cuba,Import,Food Products,Import Product Share (%),1988,43.2895,1988-01-01
 World,Curaçao,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Cyprus,Import,Food Products,Import Product Share (%),1988,6.8838,1988-01-01
 World,Czech Republic,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Czechoslovakia,Import,Food Products,Import Product Share (%),1988,1.3911,1988-01-01
 World,Denmark,Import,Food Products,Import Product Share (%),1988,7.0237,1988-01-01
 World,Djibouti,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Dominica,Import,Food Products,Import Product Share (%),1988,1.7481,1988-01-01
 World,Dominican Republic,Import,Food Products,Import Product Share (%),1988,7.2253,1988-01-01
 World,East Asia & Pacific,Import,Food Products,Import Product Share (%),1988,2.198,1988-01-01
 World,East Timor,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Ecuador,Import,Food Products,Import Product Share (%),1988,14.3786,1988-01-01
 World,"Egypt, Arab Rep.",Import,Food Products,Import Product Share (%),1988,0.2616,1988-01-01
 World,El Salvador,Import,Food Products,Import Product Share (%),1988,0.8278,1988-01-01
 World,Equatorial Guinea,Import,Food Products,Import Product Share (%),1988,7.1828,1988-01-01
 World,Eritrea,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Estonia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Eswatini,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Ethiopia(excludes Eritrea),Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Ethiopia(includes Eritrea),Import,Food Products,Import Product Share (%),1988,0.4645,1988-01-01
 World,Europe & Central Asia,Import,Food Products,Import Product Share (%),1988,3.6306,1988-01-01
 World,Faeroe Islands,Import,Food Products,Import Product Share (%),1988,6.9068,1988-01-01
 World,Falkland Island,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Fiji,Import,Food Products,Import Product Share (%),1988,22.4698,1988-01-01
 World,Finland,Import,Food Products,Import Product Share (%),1988,1.081,1988-01-01
 World,Fm Sudan,Import,Food Products,Import Product Share (%),1988,1.9851,1988-01-01
 World,Fr. So. Ant. Tr,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,France,Import,Food Products,Import Product Share (%),1988,5.5627,1988-01-01
 World,Free Zones,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,French Guiana,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,French Polynesia,Import,Food Products,Import Product Share (%),1988,0.1437,1988-01-01
 World,Gabon,Import,Food Products,Import Product Share (%),1988,1.2957,1988-01-01
 World,"Gambia, The",Import,Food Products,Import Product Share (%),1988,0.034,1988-01-01
 World,Georgia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,German Democratic Republic,Import,Food Products,Import Product Share (%),1988,0.1734,1988-01-01
 World,Germany,Import,Food Products,Import Product Share (%),1988,1.4355,1988-01-01
 World,Ghana,Import,Food Products,Import Product Share (%),1988,33.5557,1988-01-01
 World,Gibraltar,Import,Food Products,Import Product Share (%),1988,5.8652,1988-01-01
 World,Greece,Import,Food Products,Import Product Share (%),1988,10.2135,1988-01-01
 World,Greenland,Import,Food Products,Import Product Share (%),1988,5.0361,1988-01-01
 World,Grenada,Import,Food Products,Import Product Share (%),1988,14.3708,1988-01-01
 World,Guadeloupe,Import,Food Products,Import Product Share (%),1988,99.0233,1988-01-01
 World,Guam,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Guatemala,Import,Food Products,Import Product Share (%),1988,3.2524,1988-01-01
 World,Guinea,Import,Food Products,Import Product Share (%),1988,2.8184,1988-01-01
 World,Guinea-Bissau,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Guyana,Import,Food Products,Import Product Share (%),1988,7.9407,1988-01-01
 World,Haiti,Import,Food Products,Import Product Share (%),1988,25.154,1988-01-01
 World,Heard Island and McDonald Isla,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Holy See,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Honduras,Import,Food Products,Import Product Share (%),1988,3.2305,1988-01-01
 World,"Hong Kong, China",Import,Food Products,Import Product Share (%),1988,0.6024,1988-01-01
 World,Hungary,Import,Food Products,Import Product Share (%),1988,6.0155,1988-01-01
 World,Iceland,Import,Food Products,Import Product Share (%),1988,5.8387,1988-01-01
 World,India,Import,Food Products,Import Product Share (%),1988,0.6718,1988-01-01
 World,Indonesia,Import,Food Products,Import Product Share (%),1988,1.4772,1988-01-01
 World,"Iran, Islamic Rep.",Import,Food Products,Import Product Share (%),1988,1.0306,1988-01-01
 World,Iraq,Import,Food Products,Import Product Share (%),1988,0.008,1988-01-01
 World,Ireland,Import,Food Products,Import Product Share (%),1988,9.2214,1988-01-01
 World,Israel,Import,Food Products,Import Product Share (%),1988,3.5253,1988-01-01
 World,Italy,Import,Food Products,Import Product Share (%),1988,3.9739,1988-01-01
 World,Jamaica,Import,Food Products,Import Product Share (%),1988,17.6866,1988-01-01
 World,Japan,Import,Food Products,Import Product Share (%),1988,0.1654,1988-01-01
 World,Jordan,Import,Food Products,Import Product Share (%),1988,0.0116,1988-01-01
 World,Kazakhstan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Kenya,Import,Food Products,Import Product Share (%),1988,5.1238,1988-01-01
 World,Kiribati,Import,Food Products,Import Product Share (%),1988,1.4672,1988-01-01
 World,"Korea, Dem. Rep.",Import,Food Products,Import Product Share (%),1988,2.5446,1988-01-01
 World,"Korea, Rep.",Import,Food Products,Import Product Share (%),1988,2.6153,1988-01-01
 World,Kuwait,Import,Food Products,Import Product Share (%),1988,0.0004,1988-01-01
 World,Kyrgyz Republic,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Lao PDR,Import,Food Products,Import Product Share (%),1988,0.0046,1988-01-01
 World,Latin America & Caribbean,Import,Food Products,Import Product Share (%),1988,10.0259,1988-01-01
 World,Latvia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Lebanon,Import,Food Products,Import Product Share (%),1988,0.8602,1988-01-01
 World,Lesotho,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Liberia,Import,Food Products,Import Product Share (%),1988,0.2056,1988-01-01
 World,Libya,Import,Food Products,Import Product Share (%),1988,0.0061,1988-01-01
 World,Lithuania,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Luxembourg,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Macao,Import,Food Products,Import Product Share (%),1988,0.0432,1988-01-01
 World,Madagascar,Import,Food Products,Import Product Share (%),1988,1.3392,1988-01-01
 World,Malawi,Import,Food Products,Import Product Share (%),1988,84.9549,1988-01-01
 World,Malaysia,Import,Food Products,Import Product Share (%),1988,1.9967,1988-01-01
 World,Maldives,Import,Food Products,Import Product Share (%),1988,7.3804,1988-01-01
 World,Mali,Import,Food Products,Import Product Share (%),1988,0.0435,1988-01-01
 World,Malta,Import,Food Products,Import Product Share (%),1988,0.5559,1988-01-01
 World,Marshall Islands,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Martinique,Import,Food Products,Import Product Share (%),1988,97.6088,1988-01-01
 World,Mauritania,Import,Food Products,Import Product Share (%),1988,0.2428,1988-01-01
 World,Mauritius,Import,Food Products,Import Product Share (%),1988,14.2996,1988-01-01
 World,Mayotte,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Mexico,Import,Food Products,Import Product Share (%),1988,2.4493,1988-01-01
 World,"Micronesia, Fed. Sts.",Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Middle East & North Africa,Import,Food Products,Import Product Share (%),1988,0.4158,1988-01-01
 World,Moldova,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Monaco,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Mongolia,Import,Food Products,Import Product Share (%),1988,0.0312,1988-01-01
 World,Montenegro,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Montserrat,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Morocco,Import,Food Products,Import Product Share (%),1988,4.2457,1988-01-01
 World,Mozambique,Import,Food Products,Import Product Share (%),1988,0.4563,1988-01-01
 World,Myanmar,Import,Food Products,Import Product Share (%),1988,0.2408,1988-01-01
 World,Namibia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Nauru,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Nepal,Import,Food Products,Import Product Share (%),1988,2.6312,1988-01-01
 World,Netherlands,Import,Food Products,Import Product Share (%),1988,6.0055,1988-01-01
 World,Netherlands Antilles,Import,Food Products,Import Product Share (%),1988,2.4715,1988-01-01
 World,Neutral Zone,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,New Caledonia,Import,Food Products,Import Product Share (%),1988,0.0081,1988-01-01
 World,New Zealand,Import,Food Products,Import Product Share (%),1988,4.1465,1988-01-01
 World,Nicaragua,Import,Food Products,Import Product Share (%),1988,1.9864,1988-01-01
 World,Niger,Import,Food Products,Import Product Share (%),1988,1.8599,1988-01-01
 World,Nigeria,Import,Food Products,Import Product Share (%),1988,8.2465,1988-01-01
 World,Niue,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Norfolk Island,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,North America,Import,Food Products,Import Product Share (%),1988,3.3361,1988-01-01
 World,North Macedonia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Northern Mariana Islands,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Norway,Import,Food Products,Import Product Share (%),1988,1.3709,1988-01-01
 World,Occ.Pal.Terr,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Oman,Import,Food Products,Import Product Share (%),1988,0.0018,1988-01-01
 World,"Other Asia, nes",Import,Food Products,Import Product Share (%),1988,3.6432,1988-01-01
 World,Pacific Islands,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Pakistan,Import,Food Products,Import Product Share (%),1988,1.4712,1988-01-01
 World,Palau,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Panama,Import,Food Products,Import Product Share (%),1988,0.7981,1988-01-01
 World,Papua New Guinea,Import,Food Products,Import Product Share (%),1988,2.9302,1988-01-01
 World,Paraguay,Import,Food Products,Import Product Share (%),1988,0.6835,1988-01-01
 World,Peru,Import,Food Products,Import Product Share (%),1988,7.2858,1988-01-01
 World,Philippines,Import,Food Products,Import Product Share (%),1988,4.6853,1988-01-01
 World,Pitcairn,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Poland,Import,Food Products,Import Product Share (%),1988,3.9639,1988-01-01
 World,Portugal,Import,Food Products,Import Product Share (%),1988,2.9406,1988-01-01
 World,Qatar,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Reunion,Import,Food Products,Import Product Share (%),1988,66.4082,1988-01-01
 World,Romania,Import,Food Products,Import Product Share (%),1988,1.6387,1988-01-01
 World,Russian Federation,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Rwanda,Import,Food Products,Import Product Share (%),1988,0.0785,1988-01-01
 World,Saint Barthélemy,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Saint Helena,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Saint Maarten (Dutch part),Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Saint Pierre and Miquelon,Import,Food Products,Import Product Share (%),1988,20.7024,1988-01-01
 World,Samoa,Import,Food Products,Import Product Share (%),1988,22.1322,1988-01-01
 World,San Marino,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Sao Tome and Principe,Import,Food Products,Import Product Share (%),1988,93.3456,1988-01-01
 World,Saudi Arabia,Import,Food Products,Import Product Share (%),1988,0.0345,1988-01-01
 World,Senegal,Import,Food Products,Import Product Share (%),1988,8.9641,1988-01-01
 World,"Serbia, FR(Serbia/Montenegro)",Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Seychelles,Import,Food Products,Import Product Share (%),1988,5.0355,1988-01-01
 World,Sierra Leone,Import,Food Products,Import Product Share (%),1988,11.8251,1988-01-01
 World,Singapore,Import,Food Products,Import Product Share (%),1988,2.108,1988-01-01
 World,Slovak Republic,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Slovenia,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Solomon Islands,Import,Food Products,Import Product Share (%),1988,7.6644,1988-01-01
 World,Somalia,Import,Food Products,Import Product Share (%),1988,5.9664,1988-01-01
 World,South Africa,Import,Food Products,Import Product Share (%),1988,5.6966,1988-01-01
 World,South Asia,Import,Food Products,Import Product Share (%),1988,1.108,1988-01-01
 World,South Georgia and the South Sa,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,South Sudan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Soviet Union,Import,Food Products,Import Product Share (%),1988,1.0421,1988-01-01
 World,Spain,Import,Food Products,Import Product Share (%),1988,4.0882,1988-01-01
 World,Special Categories,Import,Food Products,Import Product Share (%),1988,0.1709,1988-01-01
 World,Sri Lanka,Import,Food Products,Import Product Share (%),1988,3.6941,1988-01-01
 World,St. Kitts and Nevis,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,St. Lucia,Import,Food Products,Import Product Share (%),1988,0.5377,1988-01-01
 World,St. Vincent and the Grenadines,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Sub-Saharan Africa,Import,Food Products,Import Product Share (%),1988,8.4507,1988-01-01
 World,Sudan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Suriname,Import,Food Products,Import Product Share (%),1988,0.014,1988-01-01
 World,Sweden,Import,Food Products,Import Product Share (%),1988,1.2025,1988-01-01
 World,Switzerland,Import,Food Products,Import Product Share (%),1988,1.073,1988-01-01
 World,Syrian Arab Republic,Import,Food Products,Import Product Share (%),1988,0.1511,1988-01-01
 World,Tajikistan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Tanzania,Import,Food Products,Import Product Share (%),1988,2.286,1988-01-01
 World,Thailand,Import,Food Products,Import Product Share (%),1988,12.3818,1988-01-01
 World,Togo,Import,Food Products,Import Product Share (%),1988,8.059,1988-01-01
 World,Tokelau,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Tonga,Import,Food Products,Import Product Share (%),1988,0.2544,1988-01-01
 World,Trinidad and Tobago,Import,Food Products,Import Product Share (%),1988,3.0313,1988-01-01
 World,Tunisia,Import,Food Products,Import Product Share (%),1988,1.1554,1988-01-01
 World,Turkey,Import,Food Products,Import Product Share (%),1988,5.2443,1988-01-01
 World,Turkmenistan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Turks and Caicos Isl.,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Tuvalu,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Uganda,Import,Food Products,Import Product Share (%),1988,0.866,1988-01-01
 World,Ukraine,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,United Arab Emirates,Import,Food Products,Import Product Share (%),1988,0.0033,1988-01-01
 World,United Kingdom,Import,Food Products,Import Product Share (%),1988,2.6409,1988-01-01
 World,United States,Import,Food Products,Import Product Share (%),1988,3.5891,1988-01-01
 World,United States Minor Outlying I,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Unspecified,Import,Food Products,Import Product Share (%),1988,5.4746,1988-01-01
 World,Uruguay,Import,Food Products,Import Product Share (%),1988,3.2121,1988-01-01
 World,Us Msc.Pac.I,Import,Food Products,Import Product Share (%),1988,11.0005,1988-01-01
 World,Uzbekistan,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Vanuatu,Import,Food Products,Import Product Share (%),1988,0.5092,1988-01-01
 World,Venezuela,Import,Food Products,Import Product Share (%),1988,0.7967,1988-01-01
 World,Vietnam,Import,Food Products,Import Product Share (%),1988,2.152,1988-01-01
 World,Wallis and Futura Isl.,Import,Food Products,Import Product Share (%),1988,27.2727,1988-01-01
 World,Western Sahara,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Yemen,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,Yemen Democratic,Import,Food Products,Import Product Share (%),1988,,1988-01-01
 World,"Yugoslavia,FR(Serbia/Montenegr",Import,Food Products,Import Product Share (%),1988,2.4263,1988-01-01
 World,Zambia,Import,Food Products,Import Product Share (%),1988,0.3899,1988-01-01
 World,Zimbabwe,Import,Food Products,Import Product Share (%),1988,11.2361,1988-01-01
 World, World,Export,Food Products,Export Product Share (%),1988,1.6445,1988-01-01
 World,Afghanistan,Export,Food Products,Export Product Share (%),1988,2.957,1988-01-01
 World,Albania,Export,Food Products,Export Product Share (%),1988,7.8222,1988-01-01
 World,Algeria,Export,Food Products,Export Product Share (%),1988,2.8691,1988-01-01
 World,American Samoa,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Andorra,Export,Food Products,Export Product Share (%),1988,9.1365,1988-01-01
 World,Angola,Export,Food Products,Export Product Share (%),1988,12.4982,1988-01-01
 World,Anguila,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Antarctica,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Antigua and Barbuda,Export,Food Products,Export Product Share (%),1988,1.152,1988-01-01
 World,Argentina,Export,Food Products,Export Product Share (%),1988,0.2715,1988-01-01
 World,Armenia,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Aruba,Export,Food Products,Export Product Share (%),1988,3.3834,1988-01-01
 World,Australia,Export,Food Products,Export Product Share (%),1988,0.7378,1988-01-01
 World,Austria,Export,Food Products,Export Product Share (%),1988,2.1922,1988-01-01
 World,Azerbaijan,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,"Bahamas, The",Export,Food Products,Export Product Share (%),1988,1.7492,1988-01-01
 World,Bahrain,Export,Food Products,Export Product Share (%),1988,2.5754,1988-01-01
 World,Bangladesh,Export,Food Products,Export Product Share (%),1988,0.2765,1988-01-01
 World,Barbados,Export,Food Products,Export Product Share (%),1988,1.2096,1988-01-01
 World,Belarus,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Belgium,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Belgium-Luxembourg,Export,Food Products,Export Product Share (%),1988,2.075,1988-01-01
 World,Belize,Export,Food Products,Export Product Share (%),1988,1.4937,1988-01-01
 World,Benin,Export,Food Products,Export Product Share (%),1988,1.0505,1988-01-01
 World,Bermuda,Export,Food Products,Export Product Share (%),1988,0.63,1988-01-01
 World,Bhutan,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Bolivia,Export,Food Products,Export Product Share (%),1988,0.7126,1988-01-01
 World,Bonaire,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Bosnia and Herzegovina,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Botswana,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Bouvet Island,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Br. Antr. Terr,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Brazil,Export,Food Products,Export Product Share (%),1988,0.3318,1988-01-01
 World,British Indian Ocean Ter.,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,British Virgin Islands,Export,Food Products,Export Product Share (%),1988,2.0845,1988-01-01
 World,Brunei,Export,Food Products,Export Product Share (%),1988,0.3284,1988-01-01
 World,Bulgaria,Export,Food Products,Export Product Share (%),1988,2.4503,1988-01-01
 World,Bunkers,Export,Food Products,Export Product Share (%),1988,2.3296,1988-01-01
 World,Burkina Faso,Export,Food Products,Export Product Share (%),1988,1.8581,1988-01-01
 World,Burundi,Export,Food Products,Export Product Share (%),1988,0.8425,1988-01-01
 World,Cambodia,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Cameroon,Export,Food Products,Export Product Share (%),1988,12.2403,1988-01-01
 World,Canada,Export,Food Products,Export Product Share (%),1988,1.7178,1988-01-01
 World,Cape Verde,Export,Food Products,Export Product Share (%),1988,10.6558,1988-01-01
 World,Cayman Islands,Export,Food Products,Export Product Share (%),1988,0.9625,1988-01-01
 World,Central African Republic,Export,Food Products,Export Product Share (%),1988,2.0406,1988-01-01
 World,Chad,Export,Food Products,Export Product Share (%),1988,3.5019,1988-01-01
 World,Chile,Export,Food Products,Export Product Share (%),1988,0.711,1988-01-01
 World,China,Export,Food Products,Export Product Share (%),1988,0.1556,1988-01-01
 World,Christmas Island,Export,Food Products,Export Product Share (%),1988,23.5296,1988-01-01
 World,Cocos (Keeling) Islands,Export,Food Products,Export Product Share (%),1988,4.1197,1988-01-01
 World,Colombia,Export,Food Products,Export Product Share (%),1988,0.175,1988-01-01
 World,Comoros,Export,Food Products,Export Product Share (%),1988,7.9281,1988-01-01
 World,"Congo, Dem. Rep.",Export,Food Products,Export Product Share (%),1988,1.2816,1988-01-01
 World,"Congo, Rep.",Export,Food Products,Export Product Share (%),1988,1.1097,1988-01-01
 World,Cook Islands,Export,Food Products,Export Product Share (%),1988,6.1315,1988-01-01
 World,Costa Rica,Export,Food Products,Export Product Share (%),1988,0.25,1988-01-01
 World,Cote d'Ivoire,Export,Food Products,Export Product Share (%),1988,1.5609,1988-01-01
 World,Croatia,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Cuba,Export,Food Products,Export Product Share (%),1988,0.3508,1988-01-01
 World,Curaçao,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Cyprus,Export,Food Products,Export Product Share (%),1988,4.0189,1988-01-01
 World,Czech Republic,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Czechoslovakia,Export,Food Products,Export Product Share (%),1988,5.6751,1988-01-01
 World,Denmark,Export,Food Products,Export Product Share (%),1988,4.1912,1988-01-01
 World,Djibouti,Export,Food Products,Export Product Share (%),1988,3.8666,1988-01-01
 World,Dominica,Export,Food Products,Export Product Share (%),1988,6.3567,1988-01-01
 World,Dominican Republic,Export,Food Products,Export Product Share (%),1988,0.8379,1988-01-01
 World,East Asia & Pacific,Export,Food Products,Export Product Share (%),1988,1.2049,1988-01-01
 World,East Timor,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Ecuador,Export,Food Products,Export Product Share (%),1988,0.7156,1988-01-01
 World,"Egypt, Arab Rep.",Export,Food Products,Export Product Share (%),1988,1.8288,1988-01-01
 World,El Salvador,Export,Food Products,Export Product Share (%),1988,0.4603,1988-01-01
 World,Equatorial Guinea,Export,Food Products,Export Product Share (%),1988,34.2886,1988-01-01
 World,Eritrea,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Estonia,Export,Food Products,Export Product Share (%),1988,,1988-01-01
 World,Eswatini,Export,Food Products,Export Product Share (%),1988,,1988-01-01
